id,id2,txt
3715,oisa,Porque é que eu ia conhecer a tua irmã? Porque não voltas para a cidade de onde pertences?
3716,oisc,Pergunto-me se conheces a minha irmã...
3717,ol2a,- Claro que sim! São os mais corajosos Redguards de todos. Nunca se renderão ao Império.
3718,ol2b,"Até o barco do Governador foi explodido, mesmo no porto! Sabes como posso encontrá-los?"
3719,ol2c,Sabes alguma coisa da Liga Inquieta?
3720,ol3a,"Não, não, não. Hay disse-lhe que nunca deixariam um Yokudan juntar-se, mas porquê?"
3721,ol3b,"Acho que agora precisam de todos os homens que podem conseguir, e eu próprio sou um espadachim bastante bom, tu sabes."
3722,ol3c,Receio que não. Estava à espera que me dissesses.
3723,ol4c,Não duvido. Estou contente por estares do meu lado.
3724,olga,"Porque é que eu te diria se tivesse? Não preciso deles. Vou lutar contra o Império sozinho, se for preciso!"
3725,olgc,Já ouviste falar da Liga Revoltosa?
3726,omaa,"Por favor, não a incomodes, Cyrus. Se não seguir com a canção de passagem, a alma da Hayle vai para o necrólogo!"
3727,omab,"Por favor, não a incomode, Cyrus."
3728,omac,O que está a tua mãe a fazer? Está tudo bem?
3729,omga,O sábio Mago ordena... Aprende aprendendo... Ritual giratório... Golem em chamas... durante a noite.
3730,omgc,O que é todo o verso sobre o Mago?
3731,omta,- Vai-te embora! Deixa-a em paz. Não precisamos da tua ajuda. Eu posso cuidar dela perfeitamente. Deixem-nos em paz!
3732,omtb,- Não! Deixa-a em paz.
3733,omtc,Aquela ali é a tua mãe? Está tudo bem?
3734,onca,"Bem, não a alma especificamente. A ilha inteira está presa na sua malvada armadilha de almas, foi o que a mãe disse."
3735,oncb,"Quem morre sem o ritual apropriado, a alma vai para a torre e ele a acrescenta ao seu exército de mortos-vivos!"
3736,oncc,Porque é que o Necromante iria querer roubar a alma da Hayle?
3737,onoa,"Eu entendo. Tens os teus problemas. Não te preocupes, vamos ficar bem."
3738,onoc,"Gostava de poder, filho, mas não sei nada de estrelas nem de almas. Desculpe."
3739,onta,Cyrus! Não! Não queres ir lá! O Necromante mata quem entra na sua torre e rouba a sua alma.
3740,ontc,Onde está a torre do Necromante?
3741,opra,"Bem, as pessoas da cidade têm o seu templo para se salvarem da armadilha do necromante. Mas nós não acreditamos assim."
3742,oprb,"A mãe precisa de colocar as pedras estelares para mostrar ao Hayle o caminho certo para o outro lado, mas não conseguiu prever o caminho da Serpente nesta estação."
3743,oprc,"Estou surpreendido que a ilha inteira não esteja repleta de mortos-vivos, com toda a luta que houve aqui."
3744,os1a,Não toques nisso!
3745,os1c,- Desculpa.
3746,os2a,"Cyrus, tens a certeza que sabes o que fazes?"
3747,os2c,"Tens razão, é melhor deixá-las."
3748,os3c,"Sim, acho que resolvi."
3749,os4a,"Conseguiste, Cyrus!"
3750,os5a,- Não! É o Redguard!
3751,os6a,"Ei, Cyrus! Não!"
3752,os7a,"Por favor, Cyrus. Se parar com as pedras mal colocadas, a alma da Hayle será presa na armadilha do Necromante."
3753,os7c,"Não, não, não. Não estou muito certo."
3754,osaa,"- Não sei. - Não sei. Quero ajudar, mas não sei nada das estrelas."
3755,osab,"Tudo o que a mãe pode fazer é continuar a canção do trecho para evitar que a alma da Hayle se perca. Cyrus, podes ajudar-nos?"
3756,osac,"Se não há forma de prever o caminho da Serpente, como é que a tua mãe vai poder completar o ritual?"
3757,osea,"- Sim, eu sei. As outras doze seguem os círculos do céu, guardiãs e encarregadas, mas a Serpente não respeita nenhum mestre."
3758,oseb,"Ela move-se através dos céus, ameaçando as outras constelações no seu caminho."
3759,osec,Esta Serpente... Uma das constelações?
3760,osed,A única maneira de guiar a alma de Hayle através da armadilha do Necromante é colocar as pedras estelares na posição da cabeça e da cauda da Serpente...
3761,osee,Mas não há forma de prever o caminho da Serpente.
3762,ospa,"Não, a canção da mãe mantém-na aqui segura até que eu possa descobrir a colocação correta das pedras estelares."
3763,ospb,"Se ela parar com as pedras colocadas de forma incorreta, a alma de Hayle será presa pela armadilha do Necromante."
3764,ospc,Então a alma da Hayle ainda não deixou este mundo para o próximo?
3765,ossa,"Não devias estar! A minha mãe é uma bruxa poderosa, a bruxa mãe de toda a nossa tribo!"
3766,ossb,"Se Hayle não tivesse nascido sob o signo da Serpente, ela poderia ter passado a alma através da teia do Necromante facilmente."
3767,ossc,Estou surpreendido que a tua mãe seja capaz de proteger a Hayle de um necromante tão poderoso.
3768,osta,"É verdade, Cyrus. Normalmente seria fácil, mas a Hayle nasceu sob o signo da Serpente, e o caminho da Serpente é imprevisível."
3769,ostc,Aquelas ali são as pedras estelares?
3770,otha,"Ladrão astuto, olha... Amante suspirando... A sombra está a mentir... Desafiando... Através da noite."
3771,othc,Como foi o verso sobre o Ladrão outra vez?
3772,owra,"Carga forte do Guerreiro... Corcel a saltar... Dama a dançar... Senhor, avançando... durante a noite."
3773,owrc,Canta-me o verso sobre o Guerreiro
3774,ox01,"Ela agradece-te, Cyrus, a alma da Hayle passou para as Terras Afastadas."
3776,ox03,Ela quer saber se há alguma forma de eu poder compensar-te.
3778,ox05,A mãe não a vê desde o dia em que veio com a Hayle.
3779,ox06,Mas ela vê que você a encontrará
3781,ox08,Ele diz que podes encontrá-los...
3782,ox09,- Não . no farol.
3784,ox11,A mãe diz que Stros M'Kai vai precisar da sua ajuda.
3785,ox12,E a tua.
3786,ox13,A ilha continua em perigo.
3787,ox14,Não é isso.
3788,ox15,O Império tem de ir embora.
3790,ox17,"Precisava da ajuda da mãe, da sua magia."
3791,ox18,Mas a mãe estava tão zangada com a Hayle que mandou a tua irmã embora.
3792,ox19,"A mãe não sabe que magia a tua irmã precisava. Desculpa, Cyrus."
3794,ox21,São mais antigos que os segredos orientais!
3795,ox22,As gemas da alma são magia enganosa
3796,ox23,É preciso um feiticeiro poderoso para usar uma
3797,ox24,Ela é.
3798,ox25,Tens um corpo?
3799,ox26,- Está pronto? - Sim.
3800,ox27,Quem colocou isto no corpo?
3802,ox29,A magia da Voa é forte.
3803,ox30,"É muito forte para a minha mãe, Cyrus. Tens de encontrar uma forma de libertar o corpo do campo de estase."
3805,ox32,Eu também vou!
3806,ox33,- A sério? - Sim.
3807,ox34,Qual é o sinal?
3811,ox38,"Às vezes o meu Yoku é mau. Ela dizia: ""Não será difícil, porque o filho está aqui""... ou dizia: ""Porque o filho estará aqui"""
3813,ox40,Ele diz que vais saber.
3814,ox41,A mãe vai ajudá-lo quando estiver pronto.
3815,oy1a,"- Obrigado, senhor."
3816,oy1c,Soube que o teu irmão foi morto pelos soldados. Desculpe.
3817,oy2a,"É difícil, tentar cuidar da minha mãe, com o Hayle morto e não nos deixando entrar na cidade e todos os outros a irem embora."
3818,oy2c,Queres falar sobre isso?
3819,oy3a,"E agora estamos só nós os dois e não sei o que vamos fazer. Sou o Coyle, por falar nisso."
3820,oy3c,"O meu nome é Cyrus. Mais uma vez, sinto os teus problemas."
3821,oypa,"Obrigado, Cyrus. Por favor, apresse-se. Não sei quanto tempo mais a minha mãe poderá continuar a cantar."
3822,oypc,"Farei o que puder, Coyle. Não te preocupes, podes contar comigo."
3823,oysa,"Somos o único que resta. No dia seguinte ao enterro da Hayle, o governador proibiu a entrada de todos os yokudans. Chamou-nos a todos traidores!"
3824,oysb,"Então, todos os outros foram para o continente, excepto nós, que não pudemos ir por causa do necromante que tentou roubar a alma da Hayle!"
3825,oysc,Vocês são os únicos yokudans da ilha?
3826,ozz1,Estás à procura de alguma coisa?
3827,ozz2,"E então? Fala, estranho."
3828,ozz3,Deixem-nos em paz! Não temos nada!
3829,ozz4,"Nada de esgrima aqui, Cyrus. Desça para a praia, por favor."
3830,pb1c,"Obrigado, Prnell."
3831,pbfa,"Não devia, mas... - Está bem. Não posso evitar, gosto de fazer as pessoas felizes!"
3832,pbfc,Posso pedir a sua bandeira por um momento?
3833,pbla,"Para que todos saibam que o barco está aqui, claro. E se eu gritar pelos telhados?"
3834,pblb,"Quando vejo um barco, vou para a passarela e agito a minha bandeira, para o Favis saber que tem de tocar o sino. Não há nada mais satisfatório do que isso."
3835,pblc,Porque o Favis é o dono do sino?
3836,pbld,"Faz-te sentir como um deus, a abanar essa bandeira e a ouvir a campainha tocar por toda a cidade. Lamento não poder deixar-te experimentar, mas ultimamente não há muitos barcos a chegar ao porto."
3837,pcla,Em breve saberás que a Guarda do Contrabandista está ligada à Liga de alguma forma.
3838,pclb,"Não directamente, ou estaria fora de negócio agora, com o gordo em alvoroço. Mas tenho a certeza que ainda podem contactar a Liga. - Não ."
3839,pclc,Pensei que a Liga do Transtorno estivesse banida. Como é que você os contacta?
3840,pe1a,Posso ver os galeões e os comerciantes de especiarias perfeitamente com este rolo! Mas além disso... Não posso andar pela cidade com um telescópio no olho.
3841,pe1c,Então não consegues ver sem os óculos...
3842,pe2a,"Estou a rir-me enquanto falamos. Podes encontrá-lo para mim, rapaz? É uma estranha solidão quando o início da tua visão está a meio século."
3843,pe2c,Mas pode ser divertido.
3844,pe3c,"Vou encontrá-lo, Prnell, não te preocupes."
3845,pefa,Pela glória do princípio...
3846,pefc,Acho que encontrei o teu monocular. É este?
3847,pema,"Eles faziam. Não abertamente, como os Corona, mas nunca foi assim que a Liga foi. Voar a nave-bordo de Richton, mais na sua linha."
3848,pemb,"Vi-o a arder a partir daqui, um espectáculo espantoso. Mas o que é que ele conseguiu? O Império ainda está aqui e não ouvi nada da Liga até hoje."
3849,pemc,A Liga está a lutar contra a ocupação Imperial?
3850,pfba,"Claro, és novo na cidade. Não te apresentaram ao Governador Richton."
3851,pfbc,O gordo? - De quem é que estás a falar?
3852,pfva,- Não! Gostava de pensar que sim. É um incômodo. Sempre a chorar por ter de tocar o sino.
3853,pfvb,"Ontem, ela fez-me descer, a queixar-se de que estava quebrada. ""Não soa tão forte como antes, Prnell"". - Claro que sim! A cabra está surda como uma tapia, é o único problema."
3854,pfvc,O Favis é teu amigo?
3855,ph1a,Quem é que está aí? O que é que queres?
3856,ph1c,"- Olá, senhor. Posso falar consigo um momento?"
3857,ph2a,"Importar-se? Porque é que eu me importaria? A propósito, sou Prnell. Não tenhas medo de perguntar, rapaz!"
3858,ph2c,"O meu nome é Cyrus. Gostaria de lhe fazer algumas perguntas, se não se importa."
3859,ph3a,"- Não é? Pára de murmurar e fala, filho!"
3860,ph3c,"Olá, Prnell. - Olá, minha senhora."
3861,ph4a,"Não é preciso gritar, por Hunding! Posso estar cego, mas não surdo!"
3862,ph4c,"Prnell! Não! Olá, minha querida!"
3863,ph5a,"Bendito sejas! Como posso agradecer-te, Cyrus, rapaz? Eu sei! Vou deixar-te levantar a bandeira."
3864,ph5b,"Será o nosso segredo, não é? Vamos, pega nela! - Não, não. Uma oportunidade como esta não se apresenta todos os dias!"
3865,ph5c,"Prnell, encontrei o teu cotovelo. Aqui tens."
3866,ph6a,"Claro, Cyrus, meu filho, claro! Não te estava a gozar com a bandeira, pois não? Faz a vida valer a pena, mesmo à minha idade."
3867,ph6c,"Aqui tens, Prnell. Obrigado por me emprestar."
3868,pi2a,- Espera um segundo! Talvez a Liga do Transtorno esteja atrás de ti também. O que é que o Iszara fez para os enfurecer tanto?
3869,pi3a,"Nunca me disseste que ela tinha desaparecido, Cyrus. Além disso, isto foi há meses, e a minha memória não é a mesma."
3870,pi3b,"Como eu disse, um par destes tipos vieram perguntar por ela, mas sem respeito, como tu. Olharam-me mal, para assustar um velho."
3871,pi3c,Também? Estás a dizer que a Liga do Transtorno anda atrás da minha irmã? Porque não disseste antes?
3872,pisa,"- O Izara? E tu és o Cyrus, o irmão dele! Claro. De certeza que se parece com ela, teria notado a semelhança familiar."
3873,pisb,"Mas sem o meu preto, receio que não possa ver-te muito bem. A verdade é que não vejo o Iszara por aqui há muito tempo."
3874,pisc,"Conheces a minha irmã, Iszara?"
3875,pisd,Ninguém tem o direito de me falar assim! Não admira que tenham uma reputação tão má.
3876,plaa,"Só se eu tivesse visto Iszara, que saibam se eu já o fiz. - Não! Como se eu lhes dissesse alguma coisa, depois de entrarem aqui a ameaçar."
3877,plab,"Pareciam acreditar que ele lhes tinha roubado alguma coisa. Se isso for verdade, não admira que tenha desaparecido. Ou encontraram-na... Ou ela está a garantir que não o façam."
3878,plac,O que é que aqueles tipos da Liga do Transtorno queriam saber?
3879,plra,"Terroristas, piratas, tudo isso. Não há dúvida de que não se pode brincar com eles. O Gordo descobriu por si mesmo. Mas então, o Império também não gosta que se lixe com eles. - Não ."
3880,plrc,Que reputação tem a Liga?
3881,pnoa,"Como queiras, rapaz. Mas não sabes o que estás a perder."
3882,pnoc,"Obrigado Prnell, mas talvez noutra altura."
3883,ppla,"Por que é que queres fazer isto, filho? A menos que faças negócios com o governador, não há como entrar."
3884,pplc,Alguma ideia de como posso entrar no palácio?
3885,ppsa,"Receio que não, Cyrus."
3886,ppsc,- Sabes a senha?
3887,prca,"Não o vejo desde o desfile da vitória do porto. Nunca sai do palácio, soube eu."
3888,prcb,Provavelmente sabia... Nada a liga revoltada gostaria mais do que se esvaziar os olhos e se mijar no cérebro.
3889,prcc,Fale-me deste governador Richton.
3890,prla,"- Foste tu? - Não. Eu vi tudo, através do meu telescópio, você sabe. Mas não foi uma grande batalha. Já deu mesmo a esses bandidos o que queriam!"
3891,prlc,Já ouviste falar de um grupo chamado Liga do Transtorno? O meu barco foi atacado por um par deles no caminho para aqui.
3892,psda,Debaixo da tenda da Maiko. Mas não é assim tão simples. Ninguém entra sem uma senha.
3893,psdc,Onde está a Guarda do Contrabandista?
3894,psma,Não tenho nada para te dizer que não possas ouvir de ninguém na cidade.
3895,psmb,"Este era o coração da resistência da Coroa, mas olha para ele agora. Quando prendes todos os que apoiam a Coroa ou a Liga, não resta muito."
3896,psmc,Como está a cidade com os imperiais a comandar?
3897,pw1a,"Barcos, filho. Aviso a cidade quando um mercador chega ao porto."
3898,pw1b,"Lembra-me um pouco dos meus dias de marinheiro, a vigiar do cofre, mas agora estou preso neste trabalho!"
3899,pw1c,O que estás a procurar lá em cima?
3900,pw2a,"Porque os barcos são tudo o que vejo! Perdi o meu monoculo por aqui, e o cataplasma aqui não é uma boa alternativa."
3901,pw2c,- Porquê? - Porquê?
3902,pxy1,"Ei, jovem. Onde pensas que vais com isso?"
3903,pxy2,"Não posso deixar que o leve, rapaz. Tem de ficar aqui, ou não posso fazer o meu trabalho."
3904,pxy3,"Não devia, mas... - Está bem. Não posso evitar, gosto de fazer as pessoas felizes!"
3905,pysa,"É esse o espírito! Em breve verás do que estou a falar. Não há nada igual, garanto-te!"
3906,pysc,"Está bem, aceito a tua oferta."
3907,pzz1,"- Não, não. - O quê?"
3908,pzz2,"Está bem, está bem."
3909,pzz3,"- Não, não. É você?"
3910,pzz4,"O que estás a fazer, rapaz? O que é que você faz?"
3911,q505,"- Sim, eu sei. O Joto acha que o Necromante tem o Iszara."
3912,q507,"Iszara pediu ajuda a Joto, para que usasse a sua magia para restaurar o príncipe A'tor da gema da alma. O Joto não conseguiu. E sabe que ninguém mais no Guild pode ajudá-la."
3913,q508,"Joto só conhece um feiticeiro que pode fazer isso, N'Gasta, um necromante poderoso."
3914,q510,"Não, não, não, não. O Joto não é tolo. Joto avisou a irmã: não confie no verme negro N'Gasta. Poderoso, sim, é o N'Gasta... Mas malvado. Ladrão de almas. Velha e cruel."
3915,q513,"Não, não, não. É a tua irmã. Tu conheces-a. E ela ama o Príncipe, por isso... Eu tinha que tentar. Então Joto disse: ""Joto conhece uma precaução... Proteção contra o malvado N'Gasta."
3916,q515,"Não, não, não. O pobre Iszara. Sem paciência. Joto disse-lhe: ""O frasco de Lillandril, magia elfica antiga, aqui nesta ilha""..."
3917,q516,"Mas onde? O frasco foi perdido há muitos, muitos anos, por isso procurámos e procurámos, mas... Poucas pistas, muito lento, Iszara não podia esperar."
3918,q517,"Encontrámos algo, um pedaço de mapa, que acho que mostra onde procurar, mas só um pedaço..."
3919,q519,"Sim, acho que sim. Mas Joto continuou a procurar, e encontrou outro pedaço do mapa."
3920,q520,"Mas antes que o Joto pudesse mostrar-lhe, o Iszara desapareceu. Depois os Imperiais encontraram o Joto e puseram-no aqui."
3921,q521,"Mas... Não. O Joto ainda tem o pedaço de mapa. Escondeu-o dos guardas. Aqui, aqui. Eu mostro-te..."
3922,q522,"Toma isto, encontra o frasco. Depois vai ter com o N'Gasta, encontra o Iszara lá, acho..."
3924,q524,Encontre... A Iszara...
3925,qc0c,Mas juro que te sairei daqui se me ajudares a encontrar o Iszara.
3926,qc1a,"Shhhh - que os guardas vão ouvir-nos!"""
3927,qc1b,"Não te preocupes, pequenote, o Joto está a pensar."
3928,qc2a,- Mudar o quê?
3929,qc3a,"E tu, o que é que fazes?"
3930,qc3b,Queres alguma coisa? De Joto?
3931,qc4a,O que queres dizer?
3932,qc4b,Transformar-te em quê?
3933,qc5a,"Desculpa, o Joto não te entende."
3934,qc5b,O que é que?
3935,qc5d,Isto não diz nada ao Joto.
3936,qc5e,O Joto não entende.
3937,qc5f,"A verdadeira Joto é segura, mas não é esclarecedora."
3938,qc6a,O quê?! - Não. - Já está. O truque favorito do Jaganvir. Joto pergunta-se o que fizeste para incomodar este Arquimago.
3939,qc6b,"Bem, o Joto trata disto, não há problema."
3940,qc6d,- Lá estás tu!
3941,qc7a,Por todos os senhores! O irmão de Iszara!
3942,qc7c,"- Obrigado, senhor. Eu sou Cyrus."
3943,qc8a,"- Bem, então... - Sim, eu sei. Como a tua irmã, o Cyrus sabe onde encontrar problemas. Como é que chegaste aqui? E podes tirar o Joto?"
3944,qc8c,"Sim, sim, e estou aqui porque me disseram que me podias ajudar a encontrar o Iszara."
3945,qc9a,"- Sim, eu sei. O Joto entende o problema."
3946,qc9c,Talvez. Mas as chaves são um problema. E eu teria mais hipóteses de escapar sozinho.
3947,qzz1,- Está bem. O que é que temos aqui?
3948,qzz2,De onde é que tu saíste?
3949,qzz3,"Um gremlin? Vem aqui, pequenino."
3950,r102,"Um certo grau de persistência é admirável, não é, Dram?"
3951,r10a,"Primeiro o necromante, ganhando favor com presentes, e agora a diligência dos seus mensageiros."
3952,r103,- Está bem. O teu trabalho está feito. Entrega o amuleto a um dos guardas.
3953,r106,"Isto não é uma audiência, senhor. Esquece-te de ti mesmo."
3954,r109,"Não, não, não. Eu trato dele."
3955,r110,"Eu amo esta Iszara, jovem. Os seus problemas são da sua própria colheita, tenho a certeza. Quando te misturas com bandidos e assassinos..."
3956,r112,"Sob a lei imperial, a Liga Revoltosa e esta mulher Iszara, uma conhecida consorte e confederada da Liga, são culpados de pirataria, sedição e traição, e sujeitos a execução sumária."
3957,r113,"Como Governador, tais execuções são da minha responsabilidade."
3958,r114,"Mas... Não. Esta Iszara não chegou ao meu conhecimento, e se desapareceu, fez-o sem a minha ajuda."
3959,r115,"E agora, tenho outros assuntos urgentes."
3960,r117,"Pode retirar-se, mensageiro."
3961,r120,Ameaçarias um governador imperial? És retardado mental?
3962,r121,"Ameaça-me e provas que és um traidor... E tu tens de morrer por isso. Guarda, captura este homem."
3963,r122,"Então, este é o fogo Redguard de que tanto ouvi falar""..."
3964,r123,"Jovem, tens madeira de bom espadachim... Mas, com as tuas ações, condenas-te e perdes a vida. Drama?"
3965,r202,Que maldito Redguard?
3966,r204,- O quê? - O quê?
3967,r206,"Mas escapar das Catacumbas é impossível? As armadilhas e tudo, não é, Dram?"
3968,r208,"Obrigado, guarda. Continua. E mantém-me informado."
3969,r210,"- Não, não. Eu superestimei as masmorras dos nossos inimigos, mais do que isso! Nunca confies nas armadilhas mortais de outro."
3970,r211,Duplicar a guarda imediatamente e aumentar as patrulhas na cidade e ao longo do cais.
3971,r212,A Guarda Vermelha não deve encontrar a sua irmã.
3972,r901,- Morto.
3973,r903,E o Cyrus está vivo.
3974,r905,Não sejas estúpido. O sacana está a suar heroísmo. Não poderia ser outro.
3975,r907,"Por que é que te pago, exatamente, Dram?"
3976,r909,"Deixe-me tratar dele, disse, e com tanta segurança."
3977,r910,"Lembro-me de ter ficado calmo com o assunto. Lembro-me de pensar: ""Bem, agora, finalmente, posso dedicar-me à tarefa de administrar esta província problemática""..."
3978,r911,Mas este jovem continua a causar-nos danos irreparáveis quando menos podemos suportá-lo.
3979,r913,A Liga Revoltosa!
3980,r916,"Já percebi. O Imperador avisou-me para nunca subestimar a sutileza dos teus planos, Dram. Vamos, então. Aguardo o seu relatório completo."
3981,rb06,Quem?
3982,rb08,A Guarda Vermelha está por trás disto! Eu sei que é ele!
3983,rb10,Apanhem esse guarda vermelho. Apanha o seu líder e eles vão cair em pedaços.
3984,rb12,"Esquece a Liga, Dram! Temos de evacuar!"
3985,rb14,"Quem achas que está a atacar o porto, meu?! É a Liga Revoltosa! Estão a voar os nossos navios!"
3986,rb15,Aquele guarda vermelho... O que deverias ter matado há muito tempo... A nossa missão é desencadear a rebelião que nos enviaram para reprimir.
3987,rb17,"- Já chega! Vamos pegar o dirigível e ir para o continente! Stros M'Kai é dispensável! Os guardas vermelhos podem ter o seu dia aqui, mas eu volto... À frente de uma frota e das legiões do Imperador."
3988,sb1c,Falamos mais tarde. Cuidado.
3989,sbra,"Ouve, Cyrus, acontece que sou amigo de alguns guardas do Fatboy, e ouvi-os falarem de pagar a Brennan para ele prender ""aquele Redguard que tanto persegue o Governador""."
3990,sbrb,"Falamos mais tarde. Cuidado, meu."
3991,sbrc,Há algo que eu deva saber sobre a Brennan?
3992,scha,"Olá, marinheiro."
3993,schb,"Cyrus, querida."
3994,schd,"É melhor ires embora, Cyrus. Os guardas estão a cair."
3995,scla,"É uma coisa perigosa, mas é a tua pele... Há negócios turvos no porão da Maiko, chamam-se a Guarda do Contrabandista. Podem estar ligados a aqueles piratas da Liga."
3996,sclc,Esta Liga Inquieta... Como é que eu poderia contactar-os?
3997,scra,"Eles apoiaram o Príncipe A'tor após a morte do pai. Verdadeiros patriotas da Guarda Vermelha, é uma pena."
3998,scrc,Fale-me mais sobre as Coronas.
3999,scta,É onde o Fatboy lança as coroas que pode apanhar. Sob o palácio... onde vive o dragão.
4000,sctc,Estas catacumbas... São uma espécie de masmorra?
4001,scwa,"Bem, não quero divulgar boatos, e menos ainda ao seu irmão, mas dizem que ela era amiga do Príncipe."
4002,scwb,"Bons amigos, sabes? Não é de admirar que ele tenha desaparecido quando o gordo chegou à cidade."
4003,scwc,A minha irmã esteve envolvida na guerra civil de alguma forma?
4004,scxc,"Obrigado, Siona."
4005,sdga,"Foi assim que o Fatboy derrotou os Crowns. Os imperiais, pelo menos, acreditam que o dragão ainda está lá em baixo, descansando no mar real de moedas..."
4006,sdgc,Há um dragão nas catacumbas?
4007,sdra,"Bem, não é mau tipo para ser um lagarto, só que ele e eu não concordamos na amizade das coxas, por assim dizer."
4008,sdrb,"Mas conhece toda a gente nesta ilha, sem dúvida."
4009,sdrc,"Então, não gostas do Dreekius?"
4010,sdta,"Claro, Siona conhece-o perfeitamente. Era um dos meus favoritos até aquele maldito garçom-lagarto ser todo-poderoso comigo... Este amigo tem nome?"
4011,sdtc,Um amigo me convidou para o Dragin Tale. - Conheces o tipo?
4012,sfoa,"Ancestrais! - Não, não. E a mim chamam-me puta! Venderam o príncipe e deixaram-nos com as ruas cheias de soldados estrangeiros e sem uma pitada de honestidade em todo o reino."
4013,sfoc,E quanto a estes Ancestrais? Quem são eles?
4014,sfta,"- Desculpe. Quero dizer, Sua Alteza Imperial, o Governador Provisório Lord Richton"
4015,sftb,"Mata-os, Redguard!"
4016,sftc,O gordo?
4017,sftd,"Levem-no até ao palácio, Guarda Vermelha!"
4018,sfte,"Cuidado, Redguard!"
4019,sfza,"Uma rapariga está a tentar trabalhar aqui, pessoal."
4020,sgra,[Gritos]
4021,sgrb,- Shoo! - Não! Shoo! Deixem-me em paz!
4022,sgrd,- Não! Você é repugnante!
4023,sgre,"Então, encontra um mago!"
4024,sh1c,"Posso incomodá-la um momento, menina?"
4025,sh2a,"Senhora, diz? Deves ser nova na cidade. Além disso, Siona teria-te lembrado."
4026,sh2c,"Cyrus, ao seu serviço."
4027,sh3a,"Não posso reclamar, mas os imperiais não dão a mesma satisfação."
4028,sh3c,"Como vai o negócio, minha senhora Siona?"
4029,sh4a,"Cyrus, não devias gozar com uma rapariga assim."
4030,sh4c,"Siona, querida, estás mais bonita do que nunca."
4031,sh5a,"Vem dar um beijo a Siona, doce rapaz."
4032,sh5c,"Olá, minha senhora."
4033,sh6a,"Cyrus, não sejas tão extravagante! A propósito, o Capitão Brennan está à tua procura."
4034,sh6b,"Mas se eu fosse a ti, eu manteria-me longe dele. É um traidor!"
4035,sh6c,"Olá, Siona. - Sentiu a minha falta?"
4036,sh7a,Olá a todos.
4037,sh8a,"Olá, minha senhora."
4038,sh9a,"Um belo dia, não é?"
4039,sisa,"Iszara, sim, vejo a semelhança familiar. Mas não posso dizer que a conheça. Estava metida nos problemas que tivemos quando o jovem príncipe foi morto."
4040,sisc,"Conhece uma jovem chamada Iszara? A minha irmã, foi vista há três meses."
4041,slga,"Dizem que lutam contra o Império, mas parecem mais interessados em saquear, pelo que pude ver. No entanto, eles estão determinados a atacar os Ancestrais, por isso suponho que não são do todo maus."
4042,slgc,Já ouviste falar de um grupo chamado Liga Inquieta?
4043,slza,"Não conheço a política dele, mas esse Dreekius é um incômodo para nós, as trabalhadoras."
4044,slzb,"Ele tem delírios de grandeza. Agora não há mais ninguém lá além dos Forebears, de qualquer maneira, e eu não me encarregaria dos seus descendentes nem por um carro cheio de ouro!"
4045,slzc,Este garçom lagarto... É argónico?
4046,smka,A cartógrafa local. A sua loja fica perto da praça da aldeia.
4047,smkc,- A Maiko? Quem é essa?
4048,snoa,"Como queiras, não é da conta da Siona, pois não?"
4049,snoc,Prefiro guardar isso para mim.
4050,spla,"O palácio do pobre príncipe morto, queres dizer. Continua a subir o monte, não tem perda. Mas não esperes entrar às escondidas"
4051,splc,Onde fica o Palácio do Governador?
4052,spra,"A'tor foi assassinado pelos Imperiais, foi o que aconteceu. Um jovem simpático, mas também não muito orgulhoso para tirar o chapéu à frente da Siona. Ah, que pena, que pena"
4053,sprc,O Príncipe... O que lhe aconteceu?
4054,srca,"É mau, é, Siona pode dizer. Uma vez ele me convidou para subir ao palácio, mas não vou voltar."
4055,srcb,"Talvez Siona não seja uma senhora fina, mas é uma rapariga honesta e trabalhadora, e não gosta de ser tratada como lixo."
4056,srcd,E definitivamente não gosta de ser observada por aquela sombra esquiva de orelhas pontiagudas.
4057,srcc,Fale-me deste Richton.
4058,ssha,"O assassino favorito do gordinho, Dram. Um necrófago das profundezas de Morrowind, segundo dizem."
4059,sshb,"Aqueles olhos vermelhos dele, a olhar para mim... Não, Siona não voltará ao palácio, nem por toda a moeda de Hammerfell."
4060,sshc,Quem é esta sombra de que falas?
4061,ssma,"Que é melhor manter a boca fechada, ou acabar nas Catacumbas. Ou pior."
4062,ssmc,Que notícias há de Stros M'Kai nos dias de hoje?
4063,stba,Conheces Tobias?
4064,stbb,"Um dos meus melhores clientes, e não estou a mentir. Qualquer amigo de Tobias é amigo de Sião. Eu ficarei feliz em ajudar-te no que puder."
4065,stbc,O meu amigo Tobias mandou-me procurar-te.
4066,stra,"A guerra civil entre as coroas e os Ancestrais. Não és mesmo daqui, pois não?"
4067,strc,Talvez me possas ajudar. Fale-me mais sobre os recentes 'problemas' em Stros M'Kai.
4068,sysa,O Hunding odiava os duendes? Claro que o conheço!
4069,sysc,Tobias. - Conheces o tipo?
4070,szz1,"- Demónios, Grão-Mestre."
4071,szz2,"Vamos, vamos!"
4072,szz3,"CYRUS, BEBÉ, eu amo-te."
4073,szz4,Aposto que agitas essa coisa com todas as raparigas.
4074,t1ba,"Dou-lhe a minha palavra. Foi muito servicial, mas parecia estar a esconder algo."
4075,t1bc,Então posso contar com o irmão Nidal como aliado?
